File,ESTC ID,Title,Author,Printer,Location,City,Subject,Notes,Misc.,Category,Genre,Genre Category
DB MI Categories.csv,T4704,The hermit of Warkworth. A Northumberland ballad. In three fits or cantos,"Percy, Thomas",T. Davies; S. Leacroft successor to C. Marsh,,L,"Warkworth (Northumberland, England)","Anonymous. By T. Percy, Bishop of Dromore.; Dedication dated 1770.; The titlepage contains an engraved illustration.; With a half-title.; In this issue the postscript begins on p.49 and the note on p.22 reads sister"".""",1729-1811,Puzzles/Music/Jests,,
DB MI Categories.csv,T4890,"A plan for extending the commerce of this kingdom, and of the East-India-Company. By Alexander Dalrymple, Esq;","Dalrymple, Alexander",the author; J. Nourse; T. Payne,in the Strand; at the Meuse-Gate,L,Great Britain -- Commerce -- History.,"Advertisement to the reader (pp.109-111) is dated May 6, 1771.; A reissue of the 1769 edition with signature B and pp.109-111 reset.",1737-1808,Commercial/Organizational,,
DB MI Categories.csv,T4895,"Microscopium polydynamicum: or, a new construction of a microscope, wherein a variety of magnifying powers is communicated to each object-lens; ... By Benjamin Martin","Martin, Benjamin",the author; the booksellers,in city and country. A.D.,L,,,1705-1782,Scientific/Scholarly,,
DB MI Categories.csv,T4897,"The description and use of a graphical perspective and microscope, For drawing all Kinds of Objects in true Perspective, and a just Proportion of their Parts, with Readiness and Ease. To which is added, A short Account of an Opake solar microscope.","Martin, Benjamin",the author; the Booksellers,"In Fleet-Street, No. 171; in City and Country. A.D",L,Globes.; Mathematical instruments.,Below imprint in square brackets: price 6 d.,1705-1782,Scientific/Scholarly,,
DB MI Categories.csv,T4903,"A letter addressed to Caesar Hawkins, Esq; serjeant surgeon to His Majesty, Containing new thoughts and observations, on the cure of the venereal disease; the result of experience, in long and extensive practice. With a few extraordinary cases in","Hales, Charles, surgeon.",J. Wheble; J. Almon; J. Dixwell; J. Williams,in Pater-noster-Row; in Piccadilly; in St. Martin's Lane; in Fleet-Street; the pamph,L,"Hawkins, Caesar, Sir, 1711-1786 -- Early works to 1800.Sexually Transmitted Diseases -- Great Britain -- Early works to 1800.Letters.","Misdated at end: June 25, 1750. -Internal dates cover the period 1768-1769.; Price in square brackets: (Price One Shilling.)",,Scientific/Scholarly,,
DB MI Categories.csv,T4916,"The genealogies of Jesus Christ in Matthew and Luke explained; and the Jewish objections removed. By Richard Parry, D.D. Preacher at Market-Harborough","Parry, Richard",Lockyer Davis; Benjamin White,,L,Jesus Christ -- Genealogy.,,1722-1780,Religious,,
DB MI Categories.csv,T5359,"The trial of William Wemms, James Hartegan, William McCauley, ... soldiers in His Majesty's 29th Regiment of Foot, for the murder of Crispus Attucks, Samuel Gray, Samuel Maverick, ... on ... the 5th of March, 1770. At the Superior Court of Judicatu",AnonT5359,T. Evans,,L,"Boston Massacre, 1770.; Murder -- Massachusetts -- Boston.; Trials (Murder) -- Massachusetts -- Boston.",Horizontal chainlines,,Legal,,
DB MI Categories.csv,T5373,"The whole trials of Mr. Robert Powell, For Forging a Receipt with Intent to defraud the Honourable East India Company; and of Edward Burch and Matthew Martin, For Forging a Paper-Writing, purporting to be the Last Will and Testament of Sir Andrew C","Powell, Robert",T. Evans,"No. 54, Pater-Noster Row",L,"Burch, Edward, -1771?; Martin Matthew, -1771?; Powell, Robert, -1771?.East India Company.",Braces in title.; Below imprint in square brackets: price One Shilling.,-1771 or 1772,Legal,,
DB MI Categories.csv,T5633,"An essay on man. By Alexander Pope, Esq. Enlarged and improved by the author. Together with his MS. additions and variations as in the last edition of his works. With the notes of William, Lord Bishop of Gloucester","Pope, Alexander",W. Strahan; T. Cadell,in the Strand,L,Human beings -- Poetry.,Titlepage in red and black.; At bottom of title page in square brackets: pr. 1 s. 6 d.; Horizontal chain lines.; Includes: 'The universal prayer' and 'The dying Christian to his soul'.; Braces in title.,1688-1744,Literary,,
DB MI Categories.csv,T567,"A letter from Andrew Newton to the Right Honourable Henry Lord Apsley, lord high chancellor of Great Britain. In answer to a pamphlet published by his Lordship, intitled, The case of the unfortunate Martha Sophia Swordfeger","Newton, Andrew, of the East India Company.",[s.n.],,L,"Bathurst, Henry Bathurst, Earl, 1714-1794. Case of the unfortunate Martha Sophia Swordfeger.",With a half-title.,,CDM (Legal?),,
DB MI Categories.csv,T6010,"The daily words of the Brethren's congregation, For the Year 1772",Moravian Church.,[s.n.],,L,T6010,T6010,,Religious,,
DB MI Categories.csv,T621,"A catalogue of a scarce collection of books, in English, French and Italian, being part of a well known library. Which will begin to be sold by auction, by S. Baker and G. Leigh, ... on Monday, April the 29th,","S. Baker and G. Leigh (London, England)",,,L,,The library is originally that of Brian Fairfax who died in 1749. It was sold to Sir Francis Child of Osterley Park and subsequently inherited by Robert Child.,,Commercial/Organizational,,
DB MI Categories.csv,T6252,"Timon of Athens, altered from Shakespear. A tragedy. As it is acted at the Theatre-Royal in Drury-Lane","Cumberland, Richard",the proprietors of Shakespear's works; T. Becket,in the Strand,L,Timon of Athens (Legendary character) -- Drama.,Altered by Richard Cumberland.; With a half-title.,1732-1811,Literary,,
DB MI Categories.csv,T6635,"Cases argued and determined, in the High Court of Chancery, in the time of Lord Chancellor Hardwicke, from the year 1746-7, to 1755. With tables, notes and references. By Francis Vezey, Lld. Barrister at Law.",Great Britain. Court of Chancery.,"W. Strahan and M. Woodfall, Law-Printers to his Majesty; T. Cadell",in the Strand,L,T6635,T6635,,Legal,,
DB MI Categories.csv,T664,"A catalogue of the very valuable library of Phillip Carteret Webb, ... to be sold by auction, by S. Baker and G. Leigh, ... on Monday, February the 25th, 1771,","S. Baker and G. Leigh (London, England)",,,L,,,,Commercial/Organizational,,
DB MI Categories.csv,T665,"A catalogue of the library of the Reverend Dr. Gregory Sharpe, Master of the Temple, deceased; containing A very uncommon Collection of Books, in Critical, Grammatical, and Philological Learning, and particularly on the Eastern Languages; also a fi","S. Baker and G. Leigh (London, England)",[s.n.],,L,"Catalogs, Book -- Early works to 1800.; Rare books -- England -- Early works to 1800.Sales catalogs.",,,Commercial/Organizational,,
DB MI Categories.csv,T7108,"A dissertation on the gout, and all chronic diseases, jointly considered, as proceeding from the same causes; what those causes are; and a rational and natural method of cure proposed. Addressed to all invalids. By William Cadogan, Fellow of the Coll","Cadogan, William",J. Dodsley,in Pall-Mall,L,T7108,T7108,1711-1797,Scientific/Scholarly,,
DB MI Categories.csv,T7610,"A sermon preached before the Right Hon. the Lord Mayor, and the worshipful the Court of Aldermen, of the City of London. In the Parish Church of St. Lawrence, On the 28th day of September, 1771. By the Rev. Robert Evans, M.A","Evans, Robert, M.A.",J. Almon,"opposite Burlington-House, in Piccadilly",L,"Bible. Proverbs Iv, 25-27 -- Sermons -- Early works to 1800.Sermons.",Below imprint in square brackets: price One Shilling.,,Religious,,
DB MI Categories.csv,T7626,"A plan for extending the use of artificial water-baths, pumps, vaporous, and dry-baths, fumigations, and frictions ; by the mode and means invented and directed by Dr. Bartholomew de Dominiceti","Dominiceti, Bartholomew di",[s.n.],,L,"Medicine, Physical -- Hydrotherapy -- Early works to 1800.","Dedication dated on page 6 : Chelsea, Nov. 1, 1771.",active 1735-1782.,Scientific/Scholarly,,
DB MI Categories.csv,T8416,"Virtuous children the joy of their parents. A sermon to young people. Preached At the Chapel in Kaye-Street, Liverpool, Jan. 1st. 1771. By Philip Taylor","Taylor, Philip, of Liverpool.",J. Johnson,No. 72. St. Pauls Church-Yard,L,"Bible. Proverbs, X, 1 -- Sermons -- Early works to 1800.Youth -- Sermons -- Early works to 1800.Sermons.",,,Religious,,
DB MI Categories.csv,T9051,"The manner of contending for the faith considered, in a sermon, Preached at Taunton, By Joshua Toulmin, A. M. Published by request. To which is subjoined, A letter to the Reverend Mr. Rooker, occasioned by his Sermon on the same Subject, lately pub","Toulmin, Joshua",J. Johnson; J. Buncombe; A. Brown,"No. 72, St. Paul's Church-Yard; Taunton; Honiton",L,"Rooker, James.Faith.; Sermons, English.",,1740-1815,Religious,,
DB MI Categories.csv,T9140,"A new catalogue (including several parcels of books purchased during the summer) in fine condition, most of them gilt or elegant, ... Which will be daily selling during the spring, 1771. ... by Charles Parker,","Parker, Charles, bookseller.",,,L,"Catalogs, Book -- Early works to 1800.",With two final advertisement leaves.,,Commercial/Organizational,,
DB MI Categories.csv,T9207,"Elements of agriculture and vegetation. By George Fordyce, M.D. of the Royal College of Physicians; physician to St. Thomas's Hospital; and reader on the practice of physic, in London. The second edition. To which is added, an appendix for the use of","Fordyce, George",J. Johnson,"No. 72, St. Paul's Church-yard",L,Agriculture -- Early works to 1800.,With a final advertisement leaf.,1736-1802,Scientific/Scholarly,,
DB MI Categories.csv,T9530,"A sermon preached before the Honourable House of Commons, at St. Margaret's, Westminster, on Wednesday, January XXX, 1771. By James King, M. A. Chaplain to the Honourable House of Commons","King, James",J. and H. Hughs; J. Wilkie; T. Payne; J. Walter,near Lincoln's-Inn-Fields; in St. Paul's Church-Yard; near the Mews-Gate,L,"Charles I, King of England, 1600-1649 -- Anniversaries, etc.Bible. Romans, XIII, 5 -- Sermons.Church and state -- Great Britain.; Sermons, English -- 18th century.",With a half-title.,1714-1795,Religious,,
DB MI Categories.csv,T9531,"The grounds of a particular providence, a sermon preached before the Lords spiritual and temporal, in the abby church Westminster, on Wednesday, January, XXX. MDCCLXXI. By Edmund Lord Bishop of Carlisle","Law, Edmund",J. Robson Bookseller,New Bond Street,L,"Charles I, King of England, 1600-1649.","Half-title: 'The Bishop of Carlisle's. sermon preached before the Lords spiritual and temporal January 30, 1771'.",1703-1787.,Religious,,
DB MI Categories.csv,T9567,"A catalogue of upwards of twenty thousand volumes, in which are a great number of scarce and curious books and prints, being several libraries lately purchased, ... which will be sold, ... this day 1771, ... by Tho. Payne,","Payne, Thomas",,,L,"Catalogs, Book -- Early works to 1800.; Library catalogs -- Early works to 1800.Catalogs.",The text is continuous.,1719-1799,Commercial/Organizational,,
DB MI Categories.csv,T9568,"A catalogue of very valuable books in all languages and sciences, containing, the curious library of the Rev. Mr. Cowper, ... to be sold very reasonable, this day, 1771, ... by James Robson,","Robson, James",,,L,Rare books -- England -- Bibliography -- Early works to 1800.Catalogs.,,1733-1806,Commercial/Organizational,,
DB MI Categories.csv,T9569,"C. Parker's new catalogue for the winter 1771. (Including several parcels lately purchased:) ... Which will be daily selling, ... at his shop, the upper part of New Bond-Street.","Parker, Charles, bookseller.",,,L,Auction catalogs -- Early works to 1800.Catalogs.,Pp.137-168 are an insertion.,,Commercial/Organizational,,
DB MI Categories.csv,T149378,"An appendix to the Observations upon Mr. Pott's General remarks on fractures. By Thomas Kirkland, M. D","Kirkland, Thomas",T. Becket and P. A. de Hondt,in the Strand,L,Fractures -- Early works to 1800.,With a half-title and a final advertisement leaf.,1722-1798,Scientific/Scholarly,,
DB MI Categories.csv,T150080,"The sacred singer containing an essay I. On grammar ... VI. On cathedral compositions. By Anselm Bayly, ","Bayly, Anselm",S. Towers; J. Rivington,,L,,"Also issued with the title: 'A practical treatise on singing and playing with just expression and real elegance' London, 1771.",-1794,Puzzles/Music/Jests,,
DB MI Categories.csv,T150154,"The theory of Hadley's quadrant, or the rules for the construction and use of that instrument demonstrated. By the Reverend Mr. Ludlam","Ludlam, William",R. Hett; T. Cadell,in the Strand,L,Navigation -- Early works to 1800.; Quadrants (Astronomical instruments) -- Early works to 1800.,"Designed as a supplement to the Directions for the use of Hadley's quadrant"".""",1717-1788,Scientific/Scholarly,,
DB MI Categories.csv,T150190,A treatise on the right of juries. Printed anno 1771,AnonT150190,,,L,,,,Legal,,
DB MI Categories.csv,T150274,"Sure methods of attaining a long and healthful life. Written originally in Italian, by Lewis Cornaro, A noble Venetian, when near an hundred years old. Translated into English by W. Jones, A.B","Cornaro, Luigi",A. Donaldson,at his shops in London and Edinburgh,E,Health -- Early works to 1800.; Hygiene -- Early works to 1800.; Longevity -- Early works to 1800.,P. 136 misnumbered 116.,1475-1566,Scientific/Scholarly,,
DB MI Categories.csv,T150357,"Tables for the easy valuing of estates, from one shilling to five pounds per acre: also the parts of an acre, from three roods to one perch. By Bernard Scale, ... 1771","Scale, Bernard.",the author; T. Cadel; all the principal booksellers,in the Strand; in town & country,L,Real property -- Valuation -- Tables.; Real property -- Valuation -- Ireland.; Real property -- Valuation -- Great Britain -- Tables.,The titlepage and dedication leaf are engraved.; The engraved dedication is included in the pagination.,,Commercial/Organizational,,
DB MI Categories.csv,T150504,"An abstract of the publick acts passed in the fourth session of the Thirteenth Parliament of Great Britain, and in the eleventh year of the reign of our most gracious sovereign lord King George the Third",Great Britain.,Charles Eyre; William Strahan,,L,Law -- Great Britain.,Abstracts of fifty-six acts printed in the official black letter set of Public General Acts passed in the Parliamentary session 13 Nov. 1770 - 8 May 1771.,,Legal,,
DB MI Categories.csv,T150530,"An account and method of cure of the bronchocele, or Derby neck. The second edition with additions. To which are subjoined, remarks on some parts of Mr. Alexaneer's [sic] Experimental essays. ... By Thomas Prosser","Prosser, Thomas",for W. Owen,,L,Goiter.,"With a half-title, dedication and preface.; Pp. 49-52 repeated with asterisks.; With reference to William Alexander's 'Experimental essays', London, 1768.",active 1790,Scientific/Scholarly,,
DB MI Categories.csv,T150537,"An account of the method of obtaining a perfect or radical cure of the hydrocele, or watry rupture, by means of a seton. By Percival Pott, F. R. S. And Surgeon to St. Bartholomew's Hospital","Pott, Percivall",L. Hawes; W. Clarke; R. Collins,in Paternoster Row,L,Hydrocele.,,1714-1788,Scientific/Scholarly,,
DB MI Categories.csv,T150825,"A catalogue of the collection of pictures and drawings, Framed and glazed, and Studies from Nature, By Mr. George Barrett, Of Orchard Street, Portman Square, Several of which are particular Views in Scotland, England, and Waies. Which will be sold ",Mr. Langford and Son.,[s.n.],,L,Drawing -- Catalogs -- Early works to 1800.; Pictures -- Catalogs -- Early works to 1800.Auction catalogs.,,,Commercial/Organizational,,
DB MI Categories.csv,T150830,"A catalogue of the curious and entire collection of arms of various nations, of The late Daniel Campbell Of Deargachy, Esq; Deceased: consisting of Cross-Bows, Guns, Pistols, Swords, Scymitars, Pikes, Targets, A Complete Suit of Armour, &c. To whic","Paterson, Samuel",[s.n.],,L,Weapons -- Catalogs -- Early works to 1800.Catalogs.,,1728-1802,Commercial/Organizational,,
DB MI Categories.csv,T150832,"A catalogue of the curious collection of coins, Medals, and Curiosities, of Dr. James Davis, Late of the Devizes, Deceas'd; Which (by Order of the Executor) Will be sold by Auction, By Mr. Longford and Son, At their House in the Great Piazza, Coven",Mr. Langford and Son.,[s.n.],,L,Numismatics -- Private collections -- England -- London -- Catalogs -- Early works to 1800.Auction catalogs.,,,Commercial/Organizational,,
DB MI Categories.csv,T150833,"A catalogue of the curious collection of paintings of plants; shells, fossils, butterflies, &c. Of that eminent Artist and Botanist, Mr. George Dennis Ehret, Deceased; Which (by Order of the Executors) Will be sold by Auction, By Mr. Langford and S",Mr. Langford and Son.,[s.n.],,L,Painting -- Catalogs -- Early works to 1800.Auction catalogs.,,,Commercial/Organizational,,
DB MI Categories.csv,T150846,"A catalogue of the genuine houshold furniture, Philosophical and Mathematical Instruments, Various Improvements in Mechanics, Implements in Arts and Trades, Plate, Watches, Books, Sundry Curiosities, and other Effects, of Henry Mill, Esq; Chief Eng","Paterson, Samuel",[s.n.],,L,Art auctions -- Catalogs -- Early works to 1800.Catalogs.,"With a final terms of sale by auction"" leaf.""",1728-1802,Commercial/Organizational,,
DB MI Categories.csv,T150961,[A collection of Public General Acts.],Great Britain.,Charles Eyre; William Strahan,,L,,"The officially printed black letter set of Public General Acts passed in the Parliamentary session 13 Nov. 1770-8 May 1771.; Pagination and register are continuous throughout, but each act has a separate titlepage and drop-head title, and was also issued separately.; With an unpaginated table of the statutes publick and private"" with separate titlepage perhaps also issued separately.""",,Legal,,
DB MI Categories.csv,T151002,[A collection of Public General Acts not included in the General Collection.],Great Britain.,Charles Eyre; William Strahan,,L,,"The officially printed black letter set of Public General Acts of more local interest passed in the Parliamentary session 13 Nov. 1770 - 8 May 1771.; Pagination and register are continuous throughout, but each act has a separate titlepage and drop-head title, and was also issued separately.; With an unpaginated table of the statutes publick and private"" with separate titlepage perhaps also issued separately.""",,Legal,,
DB MI Categories.csv,T151622,"The dramatic works of Sir Richard Steele, Knt. Containing, The funeral. The tender husband. The lying lover. The conscious lovers. To which is prefixed, an account of his life and writings","Steele, Richard, Sir",J. and R. Tonson; S. Crowder; T. Caslon; T. Lownds; H. Woodgate; S. Brookes,,L,English drama.,"Each play has a separate titlepage, pagination and register: 'The funeral' is dated 1768; 'The tender husband', 1771; 'The lying lover', seventh edition, 1764; and 'The conscious lovers', 1767; a variant of this work contains 'The conscious lovers' dated 1768.; 'The lying lover' is based upon 'Le Menteur' by Pierre Corneille.",1672-1729,Literary,,
DB MI Categories.csv,T152222,"Sherwin's mathematical tables, contrived in an easy and comprehensive manner, containing Dr. Wallis's account of logarithms, And various Methods of computing them, according to the latest Improvement, Viz. A Table of Logarithms of numbers from 1 to 1",AnonT152222,J. Mount; T. Page,on Tower-Hill,L,Logarithms.; Mathematics -- Tables.,Edited by Henry Sherwin.; The titlepage is a cancel.; With a final errata leaf.,,Scientific/Scholarly,,
DB MI Categories.csv,T153179,"Aristotle's compleat master piece, in three parts: displaying the secrets of nature in the generation of man. Regularly digested into Chapters and Sections, rendering it far more useful and easy than any yet extant: To which is added, a treasurer of ",Aristotle,the booksellers,,L,T153179,T153179,,Scientific/Scholarly,,
DB MI Categories.csv,T153799,"The Edinburgh almanack, for the year M,DCC,LXXI. Being the third after leap year, and of the Julian period 6484. Inscribed, with the greatest respect, to the Right Hon. John Dalrymple, Esq; Lord Provost. John Carmichael, Charles Wright, Anthony Fer",AnonT153799,R. Fleming; the other booksellers,at the Cross; in town and country,E,"Almanacs, English -- Scotland -- Early works to 1800.Almanacs.",,,Instructional/Reference,,
DB MI Categories.csv,T154271,"Kitab-i Shakaristan dar nahvi-i zabani Parsi, tasnif-i Yunus Uksfurdi = A grammar of the Persian language. By William Jones, ","Jones, William, Sir",W. and J. Richardson,,L,,Half-title: 'A grammar of the Persian language'.; With an advertisement and a final errata leaf.,1746-1794,Instructional/Reference,,
DB MI Categories.csv,T154708,"Mineral waters, by Thomas Davis, purveyor to His Majesty, the Princess Dowager of Wales, and the royal family, are sold at his mineral water warehouse, next the St. Alban's Tavern, in St. Alban's-street, Pall-mall, for ready money only, at the follow","Davis, Thomas, purveyor to His Majesty.",,,L,Advertisements.,"In this edition, the first column lists nine items.",,Commercial/Organizational,,
DB MI Categories.csv,T155117,"A New version of the Psalms of David, fitted to the tunes used in churches. By N. Brady, D.D. chaplain in Ordinary, and N. Tate, Esq; poet-laureat to His Majesty",AnonT155117,J. and J. March; the Company of Stationers; by most booksellers,"at Stationers-Hall, near Ludgate",L,Psalmody.,,,Religious,,
DB MI Categories.csv,T155295,Select parts of Professor Saunderson's Elements of algebra. For the use of students at the universities,"Saunderson, Nicholas",J. Whiston; W. Bowyer and J. Nichols; J. and F. Rivington; L. Davis; S. Bladon; J. Woodyer,at Cambridge,L,Algebra.,Printed by William Bowyer and John Nichols; their records show 1000 copies printed.; Signatures: a2 A-2B8 2C4 2D2.; Signatures from Maslen and Lancaster.,1682-1739,Scientific/Scholarly,,
DB MI Categories.csv,T155328,"Some account of the Jewish doctrine of the resurrection of the dead. Tending to Explain several Passages of Holy Writ; and in particular, that Clause of St. Peter's Relation of the Conversion of Cornelius, which has been supposed to exclude the Virtu","Harmer, Thomas",J. Johnson,"No 72, St. Paul's Church Yard",L,"Christianity -- Early works to 1800.; Theology, Doctrinal -- Early works to 1800.",Anonymous. By Thomas Harmer.; Below imprint in square brackets: price One Shilling and Sixpence.,1714-1788,Religious,,
DB MI Categories.csv,T155472,"Vocal music or the songsters companion containing a new and choice collection of the greatest variety of songs, cantatas &c. with the music prefixt to each, together with an alphabetical index of the whole",AnonT155472,Robert Horsfield,"at No. 22, in Ludgate Street",L,,The titlepage is engraved.; A second volume was published in [1772].,,Puzzles/Music/Jests,,
DB MI Categories.csv,T160114,"A sketch of the times, For A. D. 1769, corrected and enlarged: and now reprinted for A.D. 1771","Walpole, Edward, Sir",J. Dodsley,in Pall-Mall,L,English poetry -- 18th century.Poems.,"Attributed to Sir Edward Walpole.; A satire, in verse.; With a half-title.",1706-1784,Literary,,
DB MI Categories.csv,T160474,"Longhope church, in com' Gloucester. Charge 1200l. and upwards ... witness ourself at Westminster, the twenty-second day of December, in the eleventh year of our reign. God save the King. Billingsley",Great Britain.,Charles Eyre; William Strahan,,L,,"On verso: The clause in the Act of Parliament made in the 4th and 5th of Queen Anne, against farming of briefs.",Sovereign (1760-1820 : George III),Legal,,
DB MI Categories.csv,T160649,"Gisburn Forest Chapel, in com' York. Charge 1,109l. and upwards. To be collected from house to house throughout the counties of York and Lancaster.",Great Britain.,Charles Eyre; William Strahan,,L,,On verso: The clause in Act of Parliament 4 and 5 Queen Anne against farming of briefs.,Sovereign (1760-1820 : George III),Legal,,
DB MI Categories.csv,T160914,The genuine letters of Junius. To which are prefixed Anecdotes of the author. Piccadilly,Junius,[s.n.],,L,Great Britain -- Politics and government -- 1760-1820.,"The Anecdotes of the author assume that he was Edmund Burke.; With a half-title.; In this edition there is no colon after London"" in the imprint.""",active 18th century.,Historical,,
DB MI Categories.csv,T160999,Hymns and spiritual songs,AnonT160999,,,L,"Hymns, English -- Texts.","In: 'The spiritual psalmodist's companion', London, 1772.",,Religious,,
DB MI Categories.csv,T161184,"A bill for dividing and inclosing the several open arable fields, Meadows, Pastures, Carrs, and other Open and Common Grounds within the Township of Lissett, in the Parish of Beeforth otherwise Beford, in the East Riding of the County of York",Great Britain. Parliament.,[s.n.],,L,Inclosures -- England -- Pattishall.; Land tenure -- Law and legislation -- Great Britain.Pattishall (England) -- Economic conditions.,"Drop-head title.; Enacted: Private Acts, 11 Geo.III.c.41.; Docket title dated 1771.",,Legal,,
DB MI Categories.csv,T161185,"A bill for exemplifying or inrolling the will of Charles Macarthy More, late of Pallas, in the county of Kerry, and Kingdom of Ireland, deceased; and making the same evidence, as well in Ireland as Great-Britain",Great Britain. Parliament.,,,L,"More, Charles McCarthy, -1770 -- Will -- Early works to 1800.Bills.","Drop-head title.; Enacted: Private Acts, 11 Geo.III.c.35.; Docket title dated 1771.",,Legal,,
DB MI Categories.csv,T161241,"An act for dividing and inclosing the common and waste grounds within the village, hamlet, township, and manor of Oxenhope, in the parish of Bradford and county of York",Great Britain. Parliament.,,,L,,"Drop-head title.; Enacted: Private Acts, 11 Geo.III.c.61.; Docket title dated 1771.",,Legal,,
DB MI Categories.csv,T161281,The consequence proved,"Wesley, John",[s.n.],,L,"Toplady, Augustus, 1740-1778.; Zanchi, Girolamo, 1516-1590. De natura Dei. English.Predestination -- Controversial literature.",Anonymous. By John Wesley.,1703-1791,CDM (Religious or Literary?),,
DB MI Categories.csv,T161485,"A catalogue of a capital and valuable collection of Italian, Flemish, and Dutch pictures, ... collected by a gentleman, ... which will be sold by auction, by Mr. Christie, ... on Friday and Saturday, the 8th and 9th of March, 1771.","Christie, Mr. (James)",,,L,Advertisements.,The consignor was Peter Demasco.,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T161543,"A catalogue of a most capital and valuable collection of pictures, (lately consigned from abroad.) Selected from the Roman, Florentine, Bolognese, Venetian, French, Flemish, and Dutch schools, ... Which will be sold by auction, by Mr. Christie, ...","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T161583,"An entire new work. On Saturday, May 18, 1771, will be published, ... Number I. (to be continued weekly) of The complete English traveller; ... By Nathaniel Spencer Esq. London: printed for J. Cooke,","Cooke, John",,,L,Advertisements.,Nathaniel Spencer = Robert Sanders.; An advertisement for 'The complete British traveller'? which was issued in 60 parts.,1731-1810,Commercial/Organizational,,
DB MI Categories.csv,T161695,"Crosscrake Chapel, in com' Westmoreland. Charge 1,102l. and upwards",Great Britain.,Charles Eyre; William Strahan,,L,T161695,T161695,Sovereign (1760-1820 : George III),Legal,,
DB MI Categories.csv,T161750,East Bridgeford Church in com' Nottingham. Charge 1118l,Great Britain.,Charles Eyre; William Strahan,,L,T161750,T161750,Sovereign (1760-1820 : George III),Legal,,
DB MI Categories.csv,T161801,"A catalogue of a superb and valuable collection of Italian, French, Flemish, and Dutch pictures, collected abroad last year ... by Mr. Robert Ansell, ... which will be sold by auction, by Mr. Christie, ... on Friday, the 15th of February, 1771,","Christie, Mr. (James)",,,L,Advertisements.,Titlepage in red.,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T161859,"A catalogue of a collection of pictures, selected from the Roman, Florentine, Lombard, Venetian, and other schools. ... the whole collected during a journey of several years in Italy and France, by Robert Strange. To be sold by Mr. Christie, ... on","Christie, Mr. (James)",,,L,Advertisements.,With a half-title.; The sale took place on 7 February 1771.,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T161951,"A catalogue of some houshold furniture and various useful articles, in a house called The naked beauty, at Woodford which will be sold by auction, by Mr. Christie, ... on Monday, August 12, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T161961,"A catalogue of part of the houshold furniture and stock in trade of Mr. Say ... which will be sold by auction by Mr. Christie ... on Monday, February the 11th, 1771,","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162034,"A catalogue of a rich and elegant assortment of gold and silver silks ... which will be sold by auction, by Mr. Christie ... on Wednesday, the 23d of January, 1771,","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162064,"Catalogue of a large and capital collection of Dresden porcelaine ... the whole whereof will be sold by auction by Mr. Christie ... on Wednesday the 20th of February,","Christie, Mr. (James)",,,L,Advertisements.,"On p. 3: Wednesday, February 20, 1771.",1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162067,"A catalogue of a grand and curious collection of ancient and modern engravings and etchings, Consigned from abroad, ... containing upwards of five thousand prints, ... now offered to the public by Walter Shropshire, ... on the 28th day of January,","Shropshire, Walter",,,L,Advertisements.,,-1785,Commercial/Organizational,,
DB MI Categories.csv,T162070,"A catalogue of a genuine collection of pictures brought from a gentleman's seat in the country ... which will be sold by auction, by Mr. Christie ... on Thursday and Friday, the 27th and 28th of June, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162086,"An alphabetical list of the householders of the Worshipful Company of Turners, London, taken the first day of January, 1771",Worshipful Company of Turners.,,,L,,"Drop-head title.; Signed at end: Abraham Dix, Beadle.",,Commercial/Organizational,,
DB MI Categories.csv,T162101,"A catalogue of a curious library of books, in various languages and sciences: ... consisting of the primitive editions of the classics, ... and other curious subjects; ... to which is added, the library of a country clergyman, ... which will be sol","Paterson, Samuel",,,L,Advertisements.,,1728-1802,Commercial/Organizational,,
DB MI Categories.csv,T162126,"A catalogue of a collection of pictures, selected from the Roman, Florentine, Lombard, Venetian, and other schools ... by Robert Strange; which will be sold by auction, by Mr. Christie ... on Thursday, the 7th of February,","Christie, Mr. (James)",,,L,Advertisements.,The sale took place on 7 February 1771.; The text of the quarto edition differs from the octavo edition in that it has been increased to include an omitted lot at end.,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162129,"A catalogue of a collection of Italian, French, Flemish, and Dutch pictures, of the late John Shuckborough, ... which will be sold by auction, by Mr. Christie ... on Friday and Saturday, the 1st and 2d of March, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
DB MI Categories.csv,T162132,"A catalogue of all the genuine houshold furniture, china, &c. of a gentleman, leaving off housekeeping ... which will be sold by auction, by Mr. Christie ... on Friday, November 8, 1771","Christie, Mr. (James)",,,L,Advertisements.,,1730-1803,Commercial/Organizational,,
